Fecha,temp_mean,temp_max,temp_min,temp_sum,Semana,Anho
2019-08-25,16.283672877142866,20.35499155,13.59221133,911.8856811200004,34,2019
2019-09-01,16.249683385,19.73469133,13.56853859,909.98226956,35,2019
2019-09-08,16.652767487857137,20.19520958,13.89217565,932.5549793199997,36,2019
2019-09-15,16.178378752321425,19.30360758,14.09770316,905.9892101299998,37,2019
2019-09-22,16.37875878785714,19.06710741,14.30180264,917.2104921199998,38,2019
2019-09-29,17.541918557499997,20.458559899999997,15.40590453,982.3474392199998,39,2019
2019-10-06,17.41046583982143,20.52131988,14.93694976,974.9860870300001,40,2019
2019-10-13,16.645483794464287,20.10033329,13.87660078,932.14709249,41,2019
2019-10-20,17.83389037785714,22.27111675,14.7644432,998.6978611599999,42,2019
2019-10-27,17.64155874625001,21.50399513,15.09978421,987.9272897900006,43,2019
2019-11-03,18.506721454642864,22.570158499999998,15.20890952,1036.3764014600004,44,2019
2019-11-10,18.85984541142857,21.82885973,16.12622199,1056.1513430399998,45,2019
2019-11-17,19.493691344107138,22.79754983,16.68025438,1091.6467152699997,46,2019
2019-11-24,19.470686910178575,23.0453887,16.95397942,1090.35846697,47,2019
2019-12-01,20.813205886785717,24.9340049,18.47758614,1165.5395296600002,48,2019
2019-12-08,21.297129713571426,25.20105879,18.97436066,1192.6392639599999,49,2019
2019-12-15,21.14495302839286,24.35056616,19.06484006,1184.1173695900002,50,2019
2019-12-22,21.14805939464286,24.118011499999998,18.5805892,1184.2913261,51,2019
2019-12-29,22.05884452803571,25.65873223,19.26335004,1235.2952935699998,52,2019
2020-01-05,23.127054769375,26.08598182,20.75546887,370.03287631,1,2020
